0.2127551,ABC News,https://www.abc.net.au/news/2021-02-21/restless-dance-company-in-fight-for-its-life-after-funding-shock/13164922,Restless Dance company ellipsis fighting for its life after funding loss shock,556
0.011077235,SBS News,https://www.sbs.com.au/news/joe-biden-holds-first-call-with-saudi-king-salman-affirming-the-importance-of-human-rights,"Joe Biden holds first call with Saudi ellipsis King Salman, 'affirming the importance of human rights'",712
-0.12857144,The West Australian,https://thewest.com.au/news/crime/turkey-jails-five-over-russia-envoy-murder-ng-s-2052725,Turkey jails five over Russia envoy murder ellipsis,150
0.09640922,The West Australian,https://thewest.com.au/sport/soccer/noone-leads-city-to-fiery-a-l-win-over-wsw-c-2445602,Noone leads City to fiery A-L win over WSW ellipsis,453
0.14832611,The West Australian,https://thewest.com.au/sport/tennis/kenin-off-to-winning-start-at-the-open-ng-s-2048705,Kenin off to winning start at the Open ellipsis,343
0.007074289,The Guardian,https://www.theguardian.com/news/2021/feb/25/mexico-femicide-frida-guerrera,Hunting the men who kill women: Mexico’s ellipsis femicide detective,5686
0.04458247,The West Australian,https://thewest.com.au/business/reserve-readies-for-climate-change-risk-ng-s-2048278,Reserve readies for climate change ellipsis risk,293
-0.0075,9News,https://www.9news.com.au/national/nsw-man-shot-in-abdomen-during-fight-at-home-aberglasslyn-hunter-region/7e0982ff-3697-48f7-9221-1d9e8bbbe671,Man shot in the abdomen during fight in NSW Hunter ellipsis region,181
0.08180266,SBS News,https://www.sbs.com.au/news/pope-top-shiite-cleric-plead-for-peace-in-historic-iraq-encounter,"Pope, top Shiite cleric plead for 'peace' in historic Iraq encounter ellipsis",829
0.06540816,The Age,https://www.smh.com.au/politics/federal/knives-out-in-battle-over-industrial-relations-policy-20210214-p572cd.html,Knives out in battle over industrial ellipsis relations policy,575
0.12057362,The Guardian,https://www.theguardian.com/sport/2021/feb/07/defeat-of-odds-on-favourite-gallahers-cross-great-relief-to-bookmakers,Talking Horses: Sunday's ellipsis attempted gamble raises key questions,1408
-0.031646825,The Guardian,https://www.theguardian.com/us-news/2021/feb/10/capitol-attack-videos-trump-impeachment,Five shocking videos from the Capitol attack ellipsis shown at Trump’s impeachment trial,763
0.10714286,The Age,https://www.theage.com.au/sport/afl/geelong-coach-chris-scott-receives-10-000-suspended-fine-20210401-p57fub.html,"Geelong coach Chris Scott ellipsis receives $10,000 suspended fine",30
0.14122267,The Age,https://www.smh.com.au/business/companies/jetstar-to-bring-japan-jets-home-to-feast-on-tigerair-demise-20210310-p579ik.html,Jetstar to bring ellipsis Japan jets home to feast on Tigerair demise,608
0.2917803,The Guardian,https://www.theguardian.com/sport/blog/2021/mar/25/peter-lorimer-frank-worthington-ice-skating-quads-classic-youtube,"Hotshot Lorimer, ellipsis Frank Worthington memories and ice skating quads",536
0.13071252,The West Australian,https://thewest.com.au/politics/bipartisan-call-for-schools-consent-debate-ng-s-2052476,Bipartisan call for schools consent ellipsis debate,520
0.04023368,The Guardian,https://www.theguardian.com/commentisfree/2021/apr/03/matt-gaetz-scandal-week-in-patriarchy,The sleazy Matt Gaetz ellipsis saga grows ever more disturbing,1224
0.20261784,ABC News,https://www.abc.net.au/news/2021-03-28/percy-begg-food-pantry-dunlop-uniting-community/100027400,The Canberra pantry ellipsis feeding a community thanks to 'neighbours helping neighbours',699
0.07389506,The Age,https://www.smh.com.au/business/the-economy/bank-of-england-upgrades-its-outlook-for-the-uk-economy-20210319-p57c4j.html,Bank of England upgrades ellipsis its outlook for the UK economy,639
0.03124762,The Guardian,https://www.theguardian.com/us-news/2021/feb/16/trump-giuliani-lawsuit-capitol-riot-bennie-thompson-naacp,Trump and Giuliani sued by Democratic congressman over Capitol ellipsis riot,851
0.030113636,9News,https://www.9news.com.au/national/nsw-floods-destory-turf-farms-hawkesbury-river/2c8c097d-d0ab-49c1-a5d5-ae67b174f623,Turf farms lost in floods to jeopardise major ellipsis sporting events,285
0.19778912,The Canberra Times,https://www.canberratimes.com.au/story/7166850/andrew-barr-elizabeth-lee-to-attend-march-4-justice/,"March 4 Justice: Andrew Barr, Elizabeth Lee among ellipsis ACT leaders to attend rally",599
-0.082175925,SBS News,https://www.sbs.com.au/news/taiwan-begins-picking-up-pieces-after-horror-of-its-deadliest-train-disaster-in-decades,Taiwan begins picking up pieces after horror ellipsis of its deadliest train disaster in decades,731
-0.020843916,The West Australian,https://thewest.com.au/news/natural-disasters/timeline-of-japans-2011-quake-and-tsunami-ng-s-2052984,Timeline of Japan's 2011 quake and tsunami ellipsis,468
